organisasjonsnummer,status,navn,hjemmeside,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,frivilligMvaRegistrertBeskrivelser,antallAnsatte,harRegistrertAntallAnsatte,stiftelsesdato,registrertIForetaksregisteret,registrertIStiftelsesregisteret,registrertIFrivillighetsregisteret,sisteInnsendteAarsregnskap,konkurs,underAvvikling,underTvangsavviklingEllerTvangsopplosning,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,postadresse_land,postadresse_landkode,postadresse_postnummer,postadresse_poststed,postadresse_adresse,postadresse_kommune,postadresse_kommunenummer,naeringskode1_kode,naeringskode1_beskrivelse,hjelpeenhetskode_kode,hjelpeenhetskode_beskrivelse,forretningsadresse_land,forretningsadresse_landkode,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_adresse,forretningsadresse_kommune,forretningsadresse_kommunenummer,institusjonellSektorkode_kode,institusjonellSektorkode_beskrivelse,_links_self_href,naeringskode2_kode,naeringskode2_beskrivelse,naeringskode3_kode,naeringskode3_beskrivelse,slettedato,konkursdato,overordnetEnhet,_links_overordnetEnhet_href,underAvviklingDato
986554270,,NORLANDIA PRESCHOOLS AS,www.norlandia.no,2004-02-14,True,['Utleier av bygg eller anlegg'],10.0,True,2004-02-01,True,False,False,2022,False,False,False,Bokmål,2019-11-01,"['Drive barnehage, samt annen virksomhet som naturlig faller inn under', 'dette, herunder delta i andre selskaper.']","['Drive barnehage, samt annen virksomhet som naturlig faller inn under', 'dette, herunder delta i andre selskaper.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1526,MOSS,['Ekholtveien 114'],MOSS,3103,88.911,Barnehager,82.110,Kombinerte kontortjenester,Norge,NO,0162,OSLO,['Karl Johans gate 37'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/986554270,,,,,,,,,
985850062,,HOPPENSPRETT AS,www.hoppensprett.no,2003-07-07,True,,36.0,True,2003-06-25,True,False,False,2022,False,False,False,Bokmål,2023-07-06,['Barnehage drift.'],['Barnehage drift.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,2069,JESSHEIM,['Industrivegen 34'],ULLENSAKER,3209,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/985850062,,,,,,,,,
998514983,,NØTTELITEN OG HAKKEBAKKESKOGEN AS,www.familiebarnehage.no,2012-06-19,True,,80.0,True,2012-06-01,True,False,False,2022,False,False,False,Bokmål,2023-03-31,['Drift av familiebarnehager.'],['Drift av familiebarnehager.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1414,TROLLÅSEN,['Lienga 6'],NORDRE FOLLO,3207,88.911,Barnehager,,,Norge,NO,0194,OSLO,"['c/o Raymond Frivåg', 'Sørengkaia 97']",OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/998514983,,,,,,,,,
879439582,,CAMAH HOLDING AS,,1997-12-22,False,,,False,1997-12-02,True,False,False,2022,False,False,False,Bokmål,2003-08-18,"['Erverve og eie fast eiendom herunder utvikle og drive denne ved', 'utleie, salg eller lignende. Omsetning ved salg, import og agentur av', 'utstyr til barnehager. Deltagelse i andre selskaper og det som står i', 'forbindelse med dette.']","['Omsetning og drift av fast eiendom. Omsetning av utstyr til', 'barnehager.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1723,SARPSBORG,['Storgata 29'],SARPSBORG,3105,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/879439582,,,,,,,,,
938641862,,TRYGGE BARNEHAGER AS,,1995-02-19,True,['Utleier av bygg eller anlegg'],,True,1986-04-17,True,False,False,2022,False,False,False,Bokmål,2009-09-30,"['Identifikasjon, salg og markedsføring av barnehageprosjekter og', 'konsulenttjenester i tilknytning til barnehager, samt', 'konsulenttjenester innen byggeadministrasjon, byggeledelse og', 'relaterte tjenester. Selskapet forestår også oppføring av barnehager', 'og andre bygg, herunder å samordne entreprenørers og andre', 'leverandørers virksomhet. Selskapet kan delta i andre selskaper', 'tilknyttet lignende virksomhet eller eiendoms- og/eller', 'barnehagesektoren for øvrig.']","['Identifikasjon, salg og markedsføring av barnehageprosjekter og', 'konsulenttjenester i tilknytning til barnehager, konsulenttjenester', 'innen byggeadministrasjon, byggeledelse oppføring av barnehager mv.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5501,HAUGESUND,['Postboks 420'],HAUGESUND,1106,88.911,Barnehager,70.100,Hovedkontortjenester,Norge,NO,5528,HAUGESUND,['Haraldsgata 90'],HAUGESUND,1106,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/938641862,,,,,,,,,
878620852,,LÆRINGSVERKSTEDET AS,www.laringsverkstedet.no,1997-06-11,True,['Utleier av bygg eller anlegg'],,False,1997-05-23,True,False,False,2022,False,False,False,Bokmål,2023-04-24,['Barnehagedrift.'],['Barnehagedrift.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,2051,JESSHEIM,['Postboks 215'],ULLENSAKER,3209,88.911,Barnehager,,,Norge,NO,2069,JESSHEIM,['Aktivitetsvegen 2'],ULLENSAKER,3209,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/878620852,,,,,,,,,
912450716,,AKASIA AS,,2013-09-26,True,,,True,2013-09-12,True,False,False,2022,False,False,False,Bokmål,2023-06-14,"['Selskapet drives i tråd med Den norske kirkes verdigrunnlag og har som', 'formål å levere tjenester innen bygg- og eiendomsforvaltning, via', 'eierskap til aksjer og/eller andeler i selskaper med slike formål,', 'samt alt som står i forbindelse med dette.']","['Holdingselskap med eierskap i aksjer eller andeler i selskaper som', 'driver barnehage-, eiendoms- og regnskapsvirksomhet.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5848,BERGEN,['Postboks 4    Ytre Laksevåg'],BERGEN,4601,68.320,Eiendomsforvaltning,70.100,Hovedkontortjenester,Norge,NO,5163,LAKSEVÅG,['Johan Berentsens vei 109'],BERGEN,4601,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/912450716,,,,,,,,,
993312444,,PIONER FUTURE AS,,2008-11-12,True,,,True,2008-10-01,True,False,False,2022,False,False,False,Bokmål,2023-05-12,"['Investering i eiendom og drift av eiendom, samt i annen virksomhet som', 'faller naturlig sammen med dette, herunder å delta i andre selskaper.']",['Investering og drift av eiendom.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,0171,OSLO,['Geitmyrsveien 21B'],OSLO,0301,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,5217,HAGAVIK,['Skeisbotnen 58'],BJØRNAFJORDEN,4624,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/993312444,,,,,,,,,
991926577,,ESPIRA GRUPPEN AS,www.espira.no,2007-11-24,True,['Utleier av bygg eller anlegg'],58.0,True,2007-10-26,True,False,False,2023,False,False,False,Bokmål,2014-05-12,"['Eie aksjer og andeler i andre selskaper og å utvikle', 'opplæringaktiviteter, og annen virksomhet som står i naturlig', 'forbindelse med dette.']","['Eie aksjer og andeler i andre selskaper og å utvikle', 'opplæringaktiviteter, og annen virksomhet som står i naturlig', 'forbindelse med dette.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,4291,KOPERVIK,['Postboks 353'],KARMØY,1149,88.911,Barnehager,70.100,Hovedkontortjenester,Norge,NO,4262,AVALDSNES,['Helganesvegen 47'],KARMØY,1149,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/991926577,,,,,,,,,
921967233,,ALBERTSEN HOLDING AS,,2018-12-20,False,,,False,2018-12-11,True,False,False,2022,False,False,False,Bokmål,2018-12-11,"['Investering i virksomheter og selskaper som driver med barnehagedrift', 'og delta i andre virksomheter med samme eller lignende formål, samt', 'drive med kjøp, salg og utleie av fast eiendom.']","['Investering i virksomheter og selskaper som driver med barnehagedrift', 'og delta i andre virksomheter med samme eller lignende formål, samt', 'drive med kjøp, salg og utleie av fast eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5505,HAUGESUND,['postboks 1723'],HAUGESUND,1106,68.100,Kjøp og salg av egen fast eiendom,,,Norge,NO,5535,HAUGESUND,['Galeasvegen 3'],HAUGESUND,1106,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/921967233,,,,,,,,,
886308922,,PREG BARNEHAGER AS,,2003-12-04,True,,8.0,True,2003-11-25,True,False,False,2022,False,False,False,Bokmål,2023-11-24,"['Barnehagen skal i samarbeid og forståelse med hjemmet gi barna kristen', 'oppdragelse i et godt og trygt miljø. Arbeidet med lek, læring og', 'sosial kompetanse skal samlet bidra til barnas allsidige utvikling.', 'Våre verdier skal gjenspeile ansvar og omsorg for mennesker rundt oss,', 'både lokalt, nasjonalt og globalt. Selskapet har ikke erverv til', 'formål, og det skal ikke utbetales utbytte til selskapets aksjonærer.', 'Overskuddet skal kun benyttes innenfor selskapets formål. Ved', 'oppløsning av selskapet tilfaller formuen Norsk Luthersk', 'Misjonssamband.']",['Drift av barnehager. Ideel virksomhet uten profittmål.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,6022,ÅLESUND,['Postboks 7503 Spjelkavik'],ÅLESUND,1508,88.911,Barnehager,,,Norge,NO,6010,ÅLESUND,"['c/o Myrabakken Næringssenter 2', 'Spjelkavikvegen 132']",ÅLESUND,1508,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/886308922,,,,,,,,,
986721924,,ABC EIENDOM AS,,2004-03-30,False,,,False,2004-02-09,True,False,False,2022,False,False,False,Bokmål,2004-02-09,"['Eie samt drive kjøp-/ salg, forvaltning og utleie av fast eiendom samt', 'kunne delta i andre selskaper med beslektet formål.']","['Eie samt drive kjøp / salg, forvaltning og utleie av fast eiendom samt', 'kunne delta i andre selskaper med beslektet formål.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1771,HALDEN,['Peder Ankers gate 18'],HALDEN,3101,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/986721924,,,,,,,,,
971272643,,STIFTELSEN KANVAS,www.kanvas.no,1995-02-20,True,,1551.0,True,1991-02-24,False,True,False,2022,False,False,False,Bokmål,1991-02-24,,['Utvikle og drive barnehager i Norge.'],STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,,,,,,,,88.911,Barnehager,,,Norge,NO,0179,OSLO,['Møllergata 12'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/971272643,94.110,Næringslivs- og arbeidsgiverorganisasjoner,,,,,,,
938498318,,FRELSESARMEEN,,1995-02-20,True,,2327.0,True,1888-12-31,True,False,True,2022,False,False,False,Bokmål,2018-10-31,"['Organisasjonen er en del av den universelle kristne kirke som via', 'korps (menigheter), diakonal virksomhet og sosiale enheter forkynner', 'Jesu Kristi evangelium i møte med menneskelige behov for alle', 'aldersgrupper, uten hensyn til etnisk opprinnelse, kultur eller', 'religion. Frelsesarmeen er en del av og et alternativ til det', 'offentlige hjelpeapparatet ved at det drives sosiale virksomheter av', 'forskjellig art for medmennesker med forskjellige behov. Frelsesarmeen', 'vil, i samarbeid med organisasjonens internasjonale bevegelse, lindre', 'nød og drive misjon. Trossamfunnet er opprettet for å gi en', 'tilhørighet til dem som ønsker å ha en kirkerettslig tilhørighet til', 'Frelsesarmeen. All virksomhet i og alt arbeid som drives av', 'Frelsesarmeen, skal drives i overensstemmelse med det kristne grunnsyn', 'og organisasjonens prinsipper.']","['Religiøs organisasjon som driver menighetsarbeid, sosiale og diakonale', 'virksomheter, misjon- og nødhjelpsarbeid. Som en del av dette', 'arbeidet, driver Frelsesarmeen flere gjenbruksbutikker innenfor den', 'juridiske enheten. Disse skaper et overskudd som benyttes for', 'Frelsesarmeens arbeid lokalt. Omsetning for disse butikkene i 2019 var', 'over 8 millioner kroner.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,0130,OSLO,['Postboks 6866 St Olavs Plass'],OSLO,0301,94.910,Religiøse organisasjoner,,,Norge,NO,0165,OSLO,['Kommandør T. I. Øgrims plass 4'],OSLO,0301,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/938498318,87.901,Institusjoner innen barne- og ungdomsvern,,,,,,,
958673027,,NORGES ARKTISKE STUDENTSAMSKIPNAD,www.samskipnaden.no,1995-02-19,True,['Utleier av bygg eller anlegg'],349.0,True,1969-01-17,True,False,False,2022,False,False,False,Bokmål,2015-06-19,"['Ta seg av studentenes velferdsbehov ved de utdanningsinstitusjoner som', 'er tilknyttet studentsamskipnaden.']",['Virksomhet knyttet til studentvelferd.'],SÆR,Annet foretak iflg. særskilt lov,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/S%C3%86R,,,,,,,,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,9019,TROMSØ,"['Teorifagbygget hus 2', 'Universitetsvegen 29']",TROMSØ,5501,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/958673027,88.911,Barnehager,56.290,Kantiner drevet som selvstendig virksomhet,,,,,
919147857,,LOFOTEN INDUSTRI AS,www.lofoten-industri.no,1995-02-19,True,,55.0,True,1972-07-05,True,False,False,2022,False,False,False,Bokmål,2006-06-09,"['På forretningsmessig basis å drive yrkesrettet opplæring og', 'kvalifisering av personer under attføring.']","['Å drive fabrikasjon, omsetning og annen virksomhet', 'som kan øke mulighetene for sysselsetting av', 'yrkesvalghemmede og mindre arbeidsføre, fortrinns-', 'vis fra Lofoten.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,8301,SVOLVÆR,['Postboks 150'],VÅGAN,1865,88.993,Arbeidstrening for ordinært arbeidsmarked,,,Norge,NO,8300,SVOLVÆR,['Vorsetøyveien 18'],VÅGAN,1865,1520,Kommunalt eide aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/919147857,88.911,Barnehager,38.320,Sortering og bearbeiding av avfall for materialgjenvinning,,,,,
971493488,,DEN INTERNASJONALE KVINNEGRUPPEN I BERGEN,internasjonale.barnehage.no,1995-03-12,False,,38.0,True,1981-08-31,False,False,False,,False,False,False,Bokmål,,,['Forening - driver barnehage.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,88.911,Barnehager,,,Norge,NO,5096,BERGEN,['Sollien 129'],BERGEN,4601,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/971493488,,,,,,,,,
871497052,,STJØRDAL BARNEHAGE SA,,1995-02-20,False,,,False,1994-01-01,True,False,False,,False,False,False,Bokmål,2012-06-11,"['Eie og drive barnehager og skolefritidsordning i Stjørdal kommune.', 'Virksomheten skal drives i samsvar med de til enhver tid gjeldende', 'lover og forskrifter for barnehagevirksomhet og skolefritidsordning.']","['Å eie og drive barnehage og fritidshjem i Husbymarka, Stjørdal', 'kommune.']",SA,Samvirkeforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/SA,,,,,,,,88.911,Barnehager,,,Norge,NO,7506,STJØRDAL,['Husbyberga 21'],STJØRDAL,5035,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/871497052,,,,,,,,,
971230061,,VESTBY STIFTELSESBARNEHAGER,,1995-03-12,False,,70.0,True,1992-09-30,True,True,False,2022,False,False,False,Bokmål,1993-11-22,"['Eie og drive barnehager i Vestby kommune.', 'Barnehagene bygges og drives i samarbeid med', 'Vestby kommune. Virksomheten har et ideelt (ikke', 'økonomisk) formål og kommer inn under lovens', 'bestemmelser om privat stiftelse. Den skal søke', 'å sikre barna gode utviklings- og aktivitets-', 'muligheter i nært samarbeid med hjemmet.', 'Virksomheten skal drives i samsvar med de til', 'enhver tid gjeldende lover og forskrifter for', 'barnehagevirksomhet.']","['Eie og drive barnehager i Vestby kommune. Barnehagene bygges og drives', 'i samarbeid med Vestby kommune.']",STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,,,,,,,,88.911,Barnehager,,,Norge,NO,1554,SON,['Myrsnipeveien 5'],VESTBY,3216,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/971230061,,,,,,,,,
976993616,,TIME KYRKJELEGE FELLESRÅD,timekyrkja.no,1997-01-27,True,,68.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kirkelig fellesråd'],KIRK,Den norske kirke,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KIRK,Norge,NO,4349,BRYNE,['Postboks 373'],TIME,1121,94.910,Religiøse organisasjoner,,,Norge,NO,4340,BRYNE,['Erlandsbakken 6'],TIME,1121,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/976993616,88.911,Barnehager,,,,,,,
992598778,,MARISKO-STIFTELSEN ALSTADHAUG MENIGHETSBARNEHAGER,,,,,,,,,,,,,,,,,,,STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,,,,,,,,,,,,,,,,,,,,,https://data.brreg.no/enhetsregisteret/api/enheter/992598778,,,,,2024-03-25,,,,
994871323,,SKEISBOTNEN EIENDOM AS,,2009-12-09,False,,,True,2009-12-07,True,False,False,2022,False,False,False,Bokmål,2009-12-07,"['Selskapets formål er å investere i verdipapirer, deltakerinteresser i', 'andre selskaper, eie og drive eiendom samt alt hva står i forbindelse', 'med dette.']","['Kjøpe, utvikle og eie eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,0171,OSLO,['Geitmyrsveien 21B'],OSLO,0301,68.100,Kjøp og salg av egen fast eiendom,,,Norge,NO,5217,HAGAVIK,['Skeisbotnen 58'],BJØRNAFJORDEN,4624,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/994871323,,,,,,,,,
994312014,,SIVUNA AS,,2009-07-13,True,,,False,2009-07-08,True,False,False,2023,False,False,False,Bokmål,2009-12-15,"['Investering og deltagelse i andre selskaper, herunder drift av fast', 'eiendom, kursvirksomhet samt økonomisk og administrativ rådgivning av', 'enhver art.']","['Investeringsselskap - investering og deltagelse i andre selskaper,', 'herunder drift av fast eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,70.100,Hovedkontortjenester,Norge,NO,3221,SANDEFJORD,['Guttorm Jarls vei 12'],SANDEFJORD,3907,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/994312014,,,,,,,,,
975717771,,TRONDHJEMS ASYLSELSKAP,www.asylselskapet.no,1996-03-07,False,,172.0,True,1827-12-31,False,True,True,2022,False,False,False,Bokmål,2003-03-19,,['Ideell stiftelse som eier og driver barnehager.'],STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,,,,,,,,88.911,Barnehager,,,Norge,NO,7012,TRONDHEIM,['Prinsens gate 10A'],TRONDHEIM,5001,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/975717771,,,,,,,,,
971529652,,DET NORSKE DIAKONHJEM,www.diakonhjemmet.no,1995-02-20,True,['Utleier av bygg eller anlegg'],48.0,True,1995-02-20,False,True,True,2022,False,False,False,Bokmål,,,"['Fremme og utvikle diakonal virksomhet i kirke og samfunn, nasjonalt og', 'internasjonalt, gjennom: å utfordre og utruste til tjeneste for å', 'gi omsorg og hjelp til mennesker i nød, fremme rettferdighet og', 'likeverd og bidra til forsoning og vern om skaperverket; å utdanne', 'til diakontjeneste; høgskole, sykehus og omsorg; forskning,', 'utvikling og formidling; arbeid med etiske spørsmål; og annen', 'virksomhet som styrker formålet.']",STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,Norge,NO,0319,OSLO,['Postboks 40 Vinderen'],OSLO,0301,94.910,Religiøse organisasjoner,,,Norge,NO,0369,OSLO,['Sørkedalsveien 43'],OSLO,0301,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/971529652,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,
997147812,,NLM-BARNEHAGE I ØYGARDEN AS,,2011-07-26,False,,,False,2011-06-22,True,False,False,2022,False,False,False,Nynorsk,2023-09-07,"['Barnehagen skal i nær forståelse og samarbeid med heimen hjelpe til', 'med å gi barna kristen oppdragelse i et godt og trygt miljø. Den skal', 'gi gode utviklings- og aktivitetsmuligheter og utvikle deres evne og', 'vilje til å samarbeide med andre, og bære ansvar og ha omsorg for', 'mennesker i heimlandet og mellom andre folkeslag.']",['Drift av barnehage.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,5337,RONG,['Skulebrekka 31'],ØYGARDEN,4626,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/997147812,,,,,,,,,
976498860,,ROMERIKE BARNEHAGER SA,romerike.barnehage.no,1996-06-06,False,,,False,1996-03-13,True,False,False,2022,False,False,False,Bokmål,2017-04-25,['Barnehagedrift.'],['Barnehagedrift.'],SA,Samvirkeforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/SA,,,,,,,,88.911,Barnehager,,,Norge,NO,2019,SKEDSMOKORSET,['Brånåsveien 10'],LILLESTRØM,3205,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/976498860,,,,,,,,,
989164902,,BARNEHAGEPORTEN AS,,2006-01-16,False,,,False,2005-11-30,True,False,False,2021,True,False,False,Bokmål,2005-11-30,"['Kjøp, salg, drift av fast eiendom, samt investeringer i enhver annen', 'form for virksomhet.']","['Barnehagedrift, drift av eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1371,ASKER,"['c/o Asker og Bærum Revisjon AS', 'Postboks 73']",ASKER,3203,88.911,Barnehager,,,Norge,NO,1383,ASKER,['Drengsrudbekken 10'],ASKER,3203,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/989164902,,,,,,2022-10-24,,,
980907457,,MONTESSORIBARNEHAGENE AS,www.mb-s.no,1999-07-07,True,,5.0,True,1999-06-21,True,False,False,2022,False,False,False,Bokmål,2023-09-19,"['Forvaltning av barnehager- og tilhørende virksomheter. Kjøp og salg av', 'varer og tjenester og utleie av personell. Investering i og', 'forvaltning av datterselskaper samt alt som hører naturlig til disse', 'aktiviteter.']",['Barnehager.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1712,GRÅLUM,"['c/o Vigres AS', 'Kalnesveien 5']",SARPSBORG,3105,88.911,Barnehager,,,Norge,NO,0756,OSLO,['Røatoppen 15'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/980907457,,,,,,,,,
989810278,,TØNSBERGKIRKENES BARNEHAGER AS,,2006-05-22,False,,58.0,True,2006-03-01,True,False,False,2022,False,False,False,Bokmål,2011-11-29,"['Bygge, eie og drive barnehage med utvidet kristen formålsparagraf av', 'god kvalitet til lavest mulig pris for foreldrene.']",['Eie og drive en fireavdelings barnehage.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,3117,TØNSBERG,['Wergelands vei 7B'],TØNSBERG,3905,1520,Kommunalt eide aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/989810278,,,,,,,,,
979737459,,NEDRE GLOMMEN HOLDING AS,,1998-04-03,False,,,False,1998-02-21,True,False,False,2022,False,False,False,Bokmål,2016-12-22,"['Kjøp- salg og utleie av fast eiendom, samt medvirke i lignende selskap', 'og alt som naturlig hører til dette.']","['Kjøp- salg og utleie av fast eiendom, samt medvirke i lignende selskap', 'og alt som naturlig hører til dette.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1704,SARPSBORG,['Postboks 623'],SARPSBORG,3105,00.000,Uoppgitt,,,Norge,NO,1721,SARPSBORG,['Oscar Pedersens vei 16'],SARPSBORG,3105,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/979737459,,,,,,,,,
971646861,,OSLO BARNEVAKTFORMIDLING AS,,,,,,,,,,,,,,,,,,,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,,,,,,,,,,,,,,https://data.brreg.no/enhetsregisteret/api/enheter/971646861,,,,,2022-11-19,,,,
898544192,,TAKT OG TONE AS,,2012-06-26,False,,26.0,True,2012-05-11,True,False,False,2022,False,False,False,Bokmål,2012-05-11,"['Pass og stell av barn/pedagogisk virksomhet og', 'andre tjenester som naturlig faller sammen med dette, herunder å delta', 'i andre selskaper med lignende virksomhet, kjøp og salg av aksjer,', 'eller på annen måte gjøre seg interessert i andre foretagender.']","['Barnehage, pass og stell av barn.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,1464,FJELLHAMAR,['Østagløttveien 12B'],LØRENSKOG,3222,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/898544192,,,,,,,,,
989087282,,ÅPNE BARNEHAGER AS,,2006-01-03,False,,,True,2005-12-09,True,False,False,2022,False,False,False,Bokmål,2005-12-09,"['Tilrettelegge et møtested for barn som er hjemme på dagtid i følge med', 'voksne.', ' ']","['Dagtilbud for barn sammen med voksne.', ' ']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,4632,KRISTIANSAND S,['Marineveien 8A'],KRISTIANSAND,4204,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/989087282,,,,,,,,,
988014656,,BITTELITEN SATURN FAMILIEBARNEHAGE AS,,2005-03-23,False,,14.0,True,2005-01-02,True,False,False,2022,False,False,False,Bokmål,2023-08-23,['Å drive barnehagevirksomheter samt beslektede tjenester.'],['Barnehagedrift.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,1185,OSLO,['Steingrims vei 3A'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/988014656,,,,,,,,,
