organisasjonsnummer,status,navn,hjemmeside,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,frivilligMvaRegistrertBeskrivelser,antallAnsatte,harRegistrertAntallAnsatte,stiftelsesdato,registrertIForetaksregisteret,registrertIStiftelsesregisteret,registrertIFrivillighetsregisteret,sisteInnsendteAarsregnskap,konkurs,underAvvikling,underTvangsavviklingEllerTvangsopplosning,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,postadresse_land,postadresse_landkode,postadresse_postnummer,postadresse_poststed,postadresse_adresse,postadresse_kommune,postadresse_kommunenummer,naeringskode1_kode,naeringskode1_beskrivelse,hjelpeenhetskode_kode,hjelpeenhetskode_beskrivelse,forretningsadresse_land,forretningsadresse_landkode,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_adresse,forretningsadresse_kommune,forretningsadresse_kommunenummer,institusjonellSektorkode_kode,institusjonellSektorkode_beskrivelse,_links_self_href,naeringskode2_kode,naeringskode2_beskrivelse,naeringskode3_kode,naeringskode3_beskrivelse,slettedato,konkursdato,overordnetEnhet,_links_overordnetEnhet_href,underAvviklingDato
930891126,,FRELSESARMEENS EIENDOMMER AS,,1995-02-19,True,['Utleier av bygg eller anlegg'],16.0,True,1899-05-08,True,False,False,2022,False,False,False,Bokmål,2020-06-05,"['Eie og forvalte eiendommer til bruk for Frelsesarmeens ideelle', 'virksomhet i Norge, Island og Færøyene (herunder Fretex-selskapene så', 'lenge disse selskapene eies 100% av Frelsesarmeen og ikke har erverv', 'som formål), samt hva her står i forbindelse. Selskapet har ikke', 'erverv som formål.']","['Eie og forvalte eiendommer til bruk for Frelsesarmeens ideelle', 'virksomhet i Norge, Island og Færøyene (herunder Fretex-selskapene så', 'lenge disse selskapene eies 100% av Frelsesarmeen og ikke har erverv', 'som formål), samt hva her står i forbindelse. Selskapet har ikke', 'erverv som formål.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,0130,OSLO,['Postboks 6866 St Olavspl'],OSLO,0301,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,0165,OSLO,['Kommandør T. I. Øgrims plass 4'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/930891126,,,,,,,,,
914985307,,ULVØYA BARNEHAGE AS,,2015-02-17,False,,13.0,True,2015-01-27,True,False,False,2022,False,False,False,Bokmål,2016-06-26,"['Barnehagedrift samt det som naturlig står i forbindelse med dette.', 'Selskapet skal ikke ha erverv som formål og skal således ikke', 'involvere seg i virksomhet av kommersiell art. Det skal ikke utdeles', 'utbytte til aksjonærene.']","['Barnehagedrift samt det som naturlig står i forbindelse med dette.', 'Selskapet skal ikke ha erverv som formål og skal således ikke', 'involvere seg i virksomhet av kommersiell art. Det skal ikke utdeles', 'utbytte til aksjonærene.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,,,Norge,NO,0139,OSLO,['Fjordveien 2-4'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/914985307,,,,,,,,,
994018175,,NIKO EIENDOM AS,,2009-04-27,True,['Utleier av bygg eller anlegg'],,False,2009-04-22,True,False,False,2023,False,False,False,Bokmål,2020-08-31,"['Å drive med kjøp, salg samt utleie av eiendom og andre forhold som', 'naturlig faller inn under dette.']","['Å drive med kjøp, salg samt utleie av eiendom og andre forhold som', 'naturlig faller inn under dette.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,8450,STOKMARKNES,['Bitterstadveien 3'],HADSEL,1866,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,8450,STOKMARKNES,['Sjyveien 3'],HADSEL,1866,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/994018175,,,,,,,,,
815987632,,LØKKE MISJONSFORENING,,2015-09-28,False,,,False,2015-09-10,False,False,False,,False,False,False,Bokmål,,,['Misjonsforening med diverse aktiviteter for ulike aldersgrupper.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,1746,SKJEBERG,['Rønneldveien 440'],SARPSBORG,3105,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/815987632,,,,,,,,,
999070469,,BRÅTVEIT BEDEHUS,,2012-11-21,False,,,False,1912-06-01,False,False,False,,False,False,False,Nynorsk,,,['Kristen møteverksemd.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,5550,SVEIO,['Kvalvågvegen 334'],SVEIO,4612,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/999070469,,,,,,,,,
980594963,,UNIQUE EIENDOM AS,,1999-03-12,False,,,False,1998-12-21,True,False,False,2022,False,False,False,Bokmål,1998-12-21,"['Kjøp, salg, utleie og vedlikehold av eiendom, deltakelse i andre', 'selskaper og alt som dermed står i forbindelse.']","['Kjøp, salg, utleie og vedlikehold av eiendom, deltakelse i andre', 'selskaper og alt som dermed står i forbindelse.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1383,ASKER,['Øvre Askerhagen 8'],ASKER,3203,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/980594963,,,,,,,,,
964962766,,SIGDAL KOMMUNE,www.sigdal.kommune.no/,1995-06-07,False,,657.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,3350,PRESTFOSS,['Borgestubakken 2'],SIGDAL,3332,84.110,Generell offentlig administrasjon,,,Norge,NO,3350,PRESTFOSS,['Kommunehuset'],SIGDAL,3332,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/964962766,,,,,,,,,
986074988,,ÅLESUND KOMMUNALE EIGEDOM KF,,2003-09-27,True,,169.0,True,2002-12-12,True,False,False,,False,False,False,Nynorsk,2019-12-12,"['Føretaket er kommunen sitt verktøy for gjennomføring av', 'eigedomspolitikken i kommunen, og skal ivareta eigaransvaret for dei', 'kommunale eigedomane i Ålesund kommune. Vidare skal føretaket sikre og', 'oppretthalde verdiane i eigedomane og bygningsmassen.', ' ', 'Føretaket skal støtte opp under kommunen sine overordna strategiar og', 'planar.', ' ', 'Føretaket skal forvalte og utvikle eigedomsmassen etter', 'forretningsmessige prinsipp.', ' ', 'Føretaket skal bidra til ein sunn og stabil eigedomsøkonomi.', ' ', 'Føretaket skal ha ein klar klima-, energi- og miljøprofil, tilpassa', 'den strategien som til ei kvar tid er gjeldande for kommunen.', ' ', 'Føretaket skal syte for utvikling og styring av kommunale', 'byggeprosjekt.', ' ', 'Føretaket skal ivareta ei sikker og god forvaltning av kommunen sine', 'bustader for vanskelegstilte innbyggjarar gjennom utleige av desse. I', 'tillegg skal føretaket behandle søknadar frå innbyggarar på startlån-', 'og tilskot til eigen bustad.']","['Forvaltning, drift, vedlikehold, utvikling og utleie av fast eiendom.', 'Tildeling av Husbankmidler på vegne av Ålesund kommune.']",KF,Kommunalt foretak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KF,Norge,NO,6025,ÅLESUND,['Postboks 1521'],ÅLESUND,1508,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,,,Norge,NO,6002,ÅLESUND,['Korsegata 4B'],ÅLESUND,1508,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/986074988,,,,,,,920415288,https://data.brreg.no/enhetsregisteret/api/enheter/920415288,
985322562,,STIFTELSEN SPEIDERHUSET SPEIDEREN,,2006-03-20,False,,,False,2006-01-04,False,True,False,2022,False,False,False,Bokmål,2006-01-04,,['Eie og drive speiderhuset Speideren og andre eiendommer.'],STI,Stiftelse,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/STI,Norge,NO,8027,BODØ,"['c/o Øyvind Pedersen', 'Høglia 38']",BODØ,1804,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,8007,BODØ,['Sivert Nielsens gate 57'],BODØ,1804,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/985322562,,,,,,,,,
883546172,,SVOLVÆR IDRETTSLAG,xn--svolvril-n0a.no/,2001-10-22,False,,,True,1913-05-18,False,False,True,,False,False,False,Bokmål,,,"['Sørge for aktivitet som fremmer trygghet, trivsel og sunn helse: Ha et', 'sunt aktivitetsmiljø som skal være åpent for alle . Vi skal være en', 'sentral støttespiller til Svolværs befolkning.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,8301,SVOLVÆR,['Postboks 119'],VÅGAN,1865,93.120,Idrettslag og -klubber,,,Norge,NO,8300,SVOLVÆR,['Stranda'],VÅGAN,1865,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/883546172,,,,,,,,,
997028759,,TØRÅSEN GRANNELAG,,2012-04-30,False,,,False,1979-11-01,False,False,True,,False,False,False,Bokmål,,,"['Formålet med grannelaget er å drive et samfunnshus som skal være', 'grendas samlingssted. Hovedaktivitetene vil være sosiale arrangementer', 'som hyggekvelder, hobbykvelder, fester og diverse barne- og', 'ungdomsaktiviteter. Grannelaget leier også ut grendehuset til', 'forskjellige arrangement.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,2435,BRASKEREIDFOSS,"['Tøråsen', 'Kantorivegen 1']",VÅLER,3419,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/997028759,,,,,,,,,
981405803,,SOLEMSKOGEN VELFORENING,www.solemskogen.no,2000-01-11,False,,,False,1903-12-31,False,False,True,,False,False,False,Bokmål,,,"['Velforening, fremme beboernes interesse og bidra til å skape et godt', 'bomiljø.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,0496,OSLO,['Solemskogveien 3'],OSLO,0301,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/981405803,,,,,,,,,
964338531,,BERGEN KOMMUNE,www.bergen.kommune.no/,1995-06-07,True,['Utleier av bygg eller anlegg'],32762.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,5020,BERGEN,['Postboks 7700'],BERGEN,4601,84.110,Generell offentlig administrasjon,,,Norge,NO,5014,BERGEN,['Rådhusgaten 10'],BERGEN,4601,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/964338531,,,,,,,,,
950535342,,PURPURSNEGLEN AS,,1995-02-19,True,['Utleier av bygg eller anlegg'],,False,1989-01-01,True,False,False,2022,False,False,False,Bokmål,2018-06-18,['Utleie av fast eiendom.'],"['Drift av eiendom til fremme av målsetting om', 'aktivt å støtte aktiviteter som kan virke positivt', 'i lokalsamfunnet.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,4560,VANSE,['Jølleveien 141'],FARSUND,4206,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/950535342,,,,,,,,,
971278374,,STATSBYGG,,1995-02-20,True,['Utleier av bygg eller anlegg'],913.0,True,,False,False,False,,False,False,False,Bokmål,,,"['Statsbygg skal være byggherre på vegne av staten og rådgiver for', 'statlige virksomheter om lokalbruk, utvikling, lokalisering og', 'forvaltning. Statsbygg sikrer god forvaltning av eiendommene som', 'inngår i statens husleieordning. I tillegg skal Statsbygg ivareta', 'statlige interesser i større eiendomsutviklingsprosjekter, og', 'gjennomføre kjøp og salg av eiendom på vegne av staten.']",ORGL,Organisasjonsledd,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ORGL,Norge,NO,0103,OSLO,"['c/o Statsbygg', 'Postboks 232 Sentrum']",OSLO,0301,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,,,Norge,NO,0155,OSLO,"[""Biskop Gunnerus' gate 6""]",OSLO,0301,6100,Statsforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/971278374,,,,,,,932384469,https://data.brreg.no/enhetsregisteret/api/enheter/932384469,
985987246,,OMSORGSBYGG OSLO KF,,,,,,,,,,,,,,,,,,,KF,Kommunalt foretak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KF,,,,,,,,,,,,,,,,,,,,,https://data.brreg.no/enhetsregisteret/api/enheter/985987246,,,,,2022-05-03,,,,
991705120,,HUITFELDSGATE 32 AS,,2007-09-19,False,,,False,2007-08-21,True,False,False,2022,False,False,False,Bokmål,2007-08-21,"['Selskapets virksomhet er kjøp, salg, utvikling og utleie av fast', 'eiendom og alt som hermed står i forbindelse, samt investering og', 'deltagelse i andre selskaper.']",['Utleie av fast eiendom'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,88.911,Barnehager,68.209,Utleie av egen eller leid fast eiendom ellers,Norge,NO,0354,OSLO,['Thereses gate 21'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/991705120,,,,,,,,,
988671932,,NORDAL VEL,,2005-09-21,False,,,False,1930-12-31,False,False,False,,False,False,False,Bokmål,,,"['Upolitisk forening som skal arbeide for alle fellesinteresser innen', 'Nordal Vels naturlige område, samt drifte og leie ut Borgstad', 'forsamlingslokale.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,Norge,NO,3401,LIER,"['c/o Lier Regnskapskontor AS', 'Postboks 56']",LIER,3312,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,Norge,NO,3401,LIER,[],LIER,3312,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/988671932,,,,,,,,,
997258118,,TORVIKBUKT BEDEHUS,,2011-09-20,False,,,False,1976-01-01,False,False,False,,False,False,False,Nynorsk,,,['Forening som eig og administrerer Torvikbukt bedehus.'],FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,6639,TORVIKBUKT,['Torvikbukt Bedehus'],GJEMNES,1557,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/997258118,,,,,,,,,
930558664,,FLØENMARKEN BOLIGLAG AS,www.vestbo.no,1995-02-19,False,,,False,1951-06-06,True,False,False,2022,False,False,False,Bokmål,2005-04-28,"['Ervervelse, feste og bebyggelse av eiendommen', 'Fløenbakken 33 og 39 i Bergen, samt drift av den', 'ferdige bebyggelse og dermed sammenhengende virk-', 'somhet.']","['Ervervelse, feste og bebyggelse av eiendommen', 'Fløenbakken 33 og 39 i Bergen, samt drift av den', 'ferdige bebyggelse og dermed sammenhengende virk-', 'somhet.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5817,BERGEN,"['c/o Vestbo BBL', 'Postboks 1947 Nordnes']",BERGEN,4601,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,5004,BERGEN,"['c/o Vestbo BBL', 'Strandgaten 196']",BERGEN,4601,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/930558664,,,,,,,,,
976987144,,RIS SOKN,www.kirken.no/ris,1997-01-27,False,,7.0,True,,False,False,False,,False,False,False,Bokmål,,,['Sokn'],KIRK,Den norske kirke,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KIRK,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,0374,OSLO,['Risbakken 1'],OSLO,0301,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/976987144,,,,,,,,,
976992563,,LUND SOKN,www.lundmenighet.no,1997-01-27,False,,,False,,False,False,False,,False,False,False,Bokmål,,,['Sokn'],KIRK,Den norske kirke,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KIRK,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,4631,KRISTIANSAND S,['Marviksveien 5'],KRISTIANSAND,4204,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/976992563,,,,,,,,,
971491183,,BETESDA PINSEMENIGHET,www.betesdaheddal.no,1995-02-20,False,,,True,1945-10-20,False,False,True,2001,False,False,False,Bokmål,,,"['Menighet med møter/gudstjenester, barnehage, junior-/ungdomsarbeid,', 'sang- og musikkgrupper, misjonsvirksomhet i Latinamerika, Filippinene', 'og Hviterussland.']",FLI,Forening/lag/innretning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/FLI,,,,,,,,94.910,Religiøse organisasjoner,,,Norge,NO,3676,NOTODDEN,['Heddalsvegen 350'],NOTODDEN,4005,7000,Ideelle organisasjoner,https://data.brreg.no/enhetsregisteret/api/enheter/971491183,,,,,,,,,
948677202,,SKAUEN BORETTSLAG,www.usbl.no,1995-02-19,False,,,True,1955-12-08,True,False,False,2022,False,False,False,Bokmål,2023-05-04,['Borettslag.'],['Borettslag.'],BRL,Borettslag,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BRL,Norge,NO,0028,OSLO,['Postboks 8944 Youngstorget'],OSLO,0301,68.201,Borettslag,,,Norge,NO,0181,OSLO,['Arbeidersamfunnets plass 1'],OSLO,0301,8300,Borettslag o.l.,https://data.brreg.no/enhetsregisteret/api/enheter/948677202,,,,,,,,,
914850894,,ASPERUD EIENDOM BHG AS,,2015-01-23,False,,,False,2015-01-13,True,False,False,2022,False,False,False,Bokmål,2019-09-24,"['Eie, drift og utleie av fast eiendom.']","['Eie, drift og utleie av fast eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,5501,HAUGESUND,['Postboks 420'],HAUGESUND,1106,88.911,Barnehager,68.209,Utleie av egen eller leid fast eiendom ellers,Norge,NO,1258,OSLO,['Asperudåsen 57'],OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/914850894,,,,,,,,,
993467049,,OSLO UNIVERSITETSSYKEHUS HF,www.oslo-universitetssykehus.no,2009-01-07,True,,26278.0,True,2008-12-01,True,False,False,2022,False,False,False,Bokmål,2008-12-30,"['Å yte gode og likeverdige spesialisthelsetjenester til alle som', 'trenger det når de trenger det, uavhengig av alder, kjønn, bosted,', 'økonomi og etnisk bakgrunn, samt å legge til rette for forskning og', 'undervisning og andre tjenester som står i naturlig sammenheng med', 'dette. Gjennom utøvelse av oppgaver tildelt av Helse Sør-Øst RHF vil', 'Oslo Universitetssykehus HF bidra til at spesialhelsetjenestens', 'målsetting bli oppfylt innenfor Helse Sør-Øst og at de lends og', 'flerregionale funksjoner Helse Sør-Øst RHF er tillagt, blir ivaretatt.']",['Spesialisthelsetjeneste'],SÆR,Annet foretak iflg. særskilt lov,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/S%C3%86R,Norge,NO,0424,OSLO,['Postboks 4956 Nydalen'],OSLO,0301,86.101,Alminnelige somatiske sykehus,,,Norge,NO,0450,OSLO,['Kirkeveien 166'],OSLO,0301,6100,Statsforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/993467049,72.190,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk,,,,,,,
938583986,,NOTODDEN KOMMUNE,www.notodden.kommune.no/,1995-06-07,True,['Utleier av bygg eller anlegg'],2318.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,3672,NOTODDEN,['Postboks 193'],NOTODDEN,4005,84.110,Generell offentlig administrasjon,,,Norge,NO,3674,NOTODDEN,['Teatergata 3'],NOTODDEN,4005,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/938583986,,,,,,,,,
920125298,,ASKER KOMMUNE,www.asker.kommune.no,2017-12-14,True,['Utleier av bygg eller anlegg'],9980.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,3440,RØYKEN,['Katrineåsveien 20'],ASKER,3203,84.110,Generell offentlig administrasjon,,,Norge,NO,1383,ASKER,['Knud Askers vei 25'],ASKER,3203,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/920125298,,,,,,,,,
820710592,,LILLESTRØM KOMMUNE,,2018-04-11,True,,10490.0,True,,False,False,False,,False,False,False,Bokmål,,,['Kommune'],KOMM,Kommune,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/KOMM,Norge,NO,2001,LILLESTRØM,['Postboks 313'],LILLESTRØM,3205,84.110,Generell offentlig administrasjon,,,Norge,NO,2000,LILLESTRØM,['Jonas Lies gate 18'],LILLESTRØM,3205,6500,Kommuneforvaltningen,https://data.brreg.no/enhetsregisteret/api/enheter/820710592,,,,,,,,,
998120845,,SKIGEILO AS,www.skigeilo.no,2012-03-15,True,['Utleier av bygg eller anlegg'],62.0,True,2012-03-12,True,False,False,2023,False,False,False,Bokmål,2024-02-15,"['Turismevirksomhet, herunder eie, forvalte og utvikle fast eiendom,', 'drift av skianlegg og overnattingssteder og virksomhet som heri er', 'forbundet, samt deltakelse i andre selskaper og virksomheter av enhver', 'art.']","['Turismevirksomhet, herunder eie, forvalte og utvikle fast eiendom,', 'drift av skianlegg og overnattingssteder og virksomhet som heri er', 'forbundet, samt deltakelse i andre selskaper og virksomheter av enhver', 'art.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,93.110,Drift av idrettsanlegg,,,Norge,NO,3580,GEILO,['Vesleslåttvegen 11'],HOL,3330,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/998120845,,,,,,,,,
984173563,,NORDIQUS NORDA SKARET 2A AS,,2002-02-07,True,,,False,2002-01-01,True,False,False,2022,False,False,False,Bokmål,2024-02-16,"['Eie, drift og utleie av fast eiendom.']","['Eie, drift og utleie av fast eiendom.']",AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,5360,KOLLTVEIT,['Kolltveit'],ØYGARDEN,4626,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/984173563,,,,,,,,,
922707804,,LECHUGAL EIENDOM AS,,2019-05-06,True,['Utleier av bygg eller anlegg'],,False,2019-04-15,True,False,False,2022,False,False,False,Bokmål,2020-09-01,"['Kjøp, drift og salg av eiendom og hva som står i naturlig forbindelse', 'med dette']",['Drift av fast eiendom'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1607,FREDRIKSTAD,['Storgata 5'],FREDRIKSTAD,3107,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/922707804,,,,,,,,,
925880876,,ANTEA OSLO AS,,2020-11-03,False,,,False,2020-09-22,True,False,False,2023,False,False,False,Bokmål,2022-10-05,['Eie av eiendommer og eiendomsdrift.'],['Eie og drift av eiendommer.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,,,,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1358,JAR,['Lindebergveien 7A'],BÆRUM,3201,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/925880876,,,,,,,,,
984091982,,BRATTVOLLTOPPEN FAMILIEBARNEHAGE ANS,,2002-01-16,False,,,True,2002-01-08,True,False,False,,False,False,False,Bokmål,2015-01-02,['Drift av familiebarnehage.'],['Drift av familiebarnehage.'],ANS,Ansvarlig selskap med solidarisk ansvar,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ANS,,,,,,,,88.911,Barnehager,,,Norge,NO,4658,TVEIT,['Brattvoll platå 33'],KRISTIANSAND,4204,2300,Personlige foretak,https://data.brreg.no/enhetsregisteret/api/enheter/984091982,,,,,,,,,
989164740,,POSESSO EIENDOM AS,,2006-02-01,False,,,False,2005-11-30,True,False,False,2022,False,False,False,Bokmål,2005-11-30,"['Kjøp, salg, drift av fast eiendom, samt investeringer i enhver annen', 'form for virksomhet.']",['Investering i og drift av eiendom.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,1371,ASKER,['Postboks 73'],ASKER,3203,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,1383,ASKER,['Drengsrudbekken 10'],ASKER,3203,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/989164740,,,,,,,,,
919160438,,HEIMEN BARNEHAGE EIENDOM AS,,2017-06-19,False,,,False,2017-05-09,True,False,False,2023,False,True,False,Bokmål,2023-08-01,"['Erverve, eie, utvikle, drifte og forvalte vanlig omsettelig bolig og', 'kontor/forretningseiendom og annen fast eiendom. Det kan drive', 'virksomhet som fremmer dette formålet. Selskapet kan eie aksjer eller', 'selskapsandeler i selskaper som eier eiendommer som nevnt, eller som', 'fremmer selskapets formål.']",['Utleie av fast eiendom.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,7901,RØRVIK,"['Postboks 133, Sentrum']",NÆRØYSUND,5060,88.911,Barnehager,68.209,Utleie av egen eller leid fast eiendom ellers,Norge,NO,7900,RØRVIK,['Engasvegen 27'],NÆRØYSUND,5060,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/919160438,,,,,,,,,2024-05-13
989932454,,KINLAND PROPERTY III AS,,2006-06-20,True,,,False,2006-06-07,True,False,False,2023,False,False,False,Bokmål,2021-06-24,"['Eie og leie ut fast eiendom, samt det som står i forbindelse med slik', 'virksomhet, herunder å delta i andre selskaper med liknende formål.']",['Eie og leie ut fast eiendom.'],AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Norge,NO,8006,BODØ,"['c/o Thor Consulting Bodø AS', 'Sjøgata 3']",BODØ,1804,68.209,Utleie av egen eller leid fast eiendom ellers,,,Norge,NO,0161,OSLO,"['Vika', 'Haakon VIIs gate 2']",OSLO,0301,2100,Private aksjeselskaper mv.,https://data.brreg.no/enhetsregisteret/api/enheter/989932454,,,,,,,,,
