organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
873349352,HOLMENTOPPEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,5,www.kirken.no/nb-NO/fellesrad/askerfellesrad/menigheter/holmentoppen-barnehage/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,976986466,,,,,Nesbruveien 55A,BILLINGSTAD,1396,ASKER,3203,Norge,NO,1995-02-22,1978-12-07,2008-04-03,,Subunit of businesses and public administration
873353252,ASPÅSEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,991559124,,,,,Sjyveien 3,STOKMARKNES,8450,HADSEL,1866,Norge,NO,1995-02-23,1979-01-01,2007-08-01,,Subunit of businesses and public administration
873445882,LØKKE BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,lokkebhg.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971474130,,,,,Rønneldveien 440,SKJEBERG,1746,SARPSBORG,3105,Norge,NO,1995-02-22,1988-01-01,,,Subunit of businesses and public administration
873448792,TUSENFRYD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,Postboks 338,FØRDE,6802,SUNNFJORD,4647,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921244207,,,,,Runnen 5,FØRDE,6812,SUNNFJORD,4647,Norge,NO,1995-02-23,1986-08-01,2020-01-01,,Subunit of businesses and public administration
873449772,EKREHAGEN FRILUFTSBARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971475439,,,,,Dramsvegen 528,TROMSØ,9014,TROMSØ,5501,Norge,NO,1995-02-23,1988-04-01,,,Subunit of businesses and public administration
873455942,FURUNABBEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,36,furunabben.barnehageside.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971477954,,,,,Vålbekkdalen 4,VÅLER I SOLØR,2436,VÅLER,3419,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
873456302,BRÅTVEIT NATUR OG KULTURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,bratveit-barnehage.no,c/o Urd Hjelmeseter/nÅlfjordvegen 1641,SVEIO,5550,SVEIO,4612,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971478276,,,,,,,,,,,,1995-02-23,1989-01-02,,,Subunit of businesses and public administration
873456442,FURULY BHG AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,,Øvre Askerhagen 8A,ASKER,1383,ASKER,3203,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930540862,,,,,Øvre Askerhagen 8B,ASKER,1383,ASKER,3203,Norge,NO,1995-02-22,1989-01-02,2023-01-01,,Subunit of businesses and public administration
873457082,EGGEDAL BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,874636142,,,,,Eggedalsveien 1414,EGGEDAL,3359,SIGDAL,3332,Norge,NO,1995-02-22,1989-01-02,2023-08-01,,Subunit of businesses and public administration
873457112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873458232,STAD KOMMUNE GJERDANE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,30,,Rådhusvegen 11,NORDFJORDEID,6770,STAD,4649,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921060157,,,,,Fossevegen 2,NORDFJORDEID,6770,STAD,4649,Norge,NO,1995-02-23,1989-01-02,2020-01-01,,Subunit of businesses and public administration
873458712,KLIPRA BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971480300,,,,,Fjellgata 55,ÅLESUND,6007,ÅLESUND,1508,Norge,NO,1995-02-23,1989-01-02,,,Subunit of businesses and public administration
873459492,HAUGATUN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,www.haugatun.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971480998,,,,,Blåbærveien 1,KYRKSÆTERØRA,7200,HEIM,5055,Norge,NO,1995-02-23,1989-01-02,,,Subunit of businesses and public administration
873461322,GLA'UNGAN AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,987023953,,,,,Sivert Nielsens gate 57,BODØ,8007,BODØ,1804,Norge,NO,1995-02-23,1989-01-02,2004-07-01,,Subunit of businesses and public administration
873461772,KNØTTENE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,www.lias.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930335738,,,,,Idrettsveien 21,SVOLVÆR,8300,VÅGAN,1865,Norge,NO,1995-02-23,1989-01-02,2023-01-01,,Subunit of businesses and public administration
873464372,STEINERBARNEHAGEN STJERNEGLIMT,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,www.stjerneglimt.no,Postboks 902  Birkenlund,ARENDAL,4859,ARENDAL,4203,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971483903,,,,,Store Solåsen 6B,ARENDAL,4843,ARENDAL,4203,Norge,NO,1995-02-23,1989-01-02,,,Subunit of businesses and public administration
873464852,ALVEJORDET STEINERBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,9,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971484179,,,,,Andreas Kjærs vei 77,KRISTIANSAND S,4615,KRISTIANSAND,4204,Norge,NO,1995-02-23,1989-01-02,,,Subunit of businesses and public administration
873468912,TØRÅSEN NATURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971485981,,,,,Kantorivegen 1,BRASKEREIDFOSS,2435,VÅLER,3419,Norge,NO,1995-02-22,1988-04-01,,,Subunit of businesses and public administration
873469862,BOGEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,,Postboks 38,TOLVSRØD,3166,TØNSBERG,3905,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971486856,,,,,Øvre Bogenvei 36,TOLVSRØD,3152,TØNSBERG,3905,Norge,NO,1995-02-22,1989-01-01,,,Subunit of businesses and public administration
873470542,LÆRINGSVERKSTEDET NERENGA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,9,,Postboks 215,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930874388,,,,,Kuopioveien 6,BODØ,8012,BODØ,1804,Norge,NO,1995-02-23,1987-01-07,2023-02-23,,Subunit of businesses and public administration
873470992,DAMSGÅRD KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Øvre Fyllingsveien 37,LAKSEVÅG,5161,BERGEN,4601,Norge,NO,1995-02-23,1989-01-02,2019-08-01,,Subunit of businesses and public administration
873471972,LINDEBAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,www.lindebakkenbarnehage.com,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,871487952,,,,,Skorkebergåsen 31,DRØBAK,1447,FROGN,3214,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
873480882,SOLEMSKOGEN NATURBARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,958871325,,,,,Solemskogveien 3,OSLO,0496,OSLO,0301,Norge,NO,1995-02-22,1990-07-01,,,Subunit of businesses and public administration
873482052,DEN INTERNASJONALE BARNEHAGE I BERGEN AVD LAKSEVÅG,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,www.internasjonale.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971493488,,,,,Herman Grans vei 6,LAKSEVÅG,5162,BERGEN,4601,Norge,NO,1995-02-23,1990-06-01,,,Subunit of businesses and public administration
873483482,JØLLEBEKKEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,8,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971494263,,,,,Jølleveien 141,VANSE,4560,FARSUND,4206,Norge,NO,1995-02-23,1990-08-01,,,Subunit of businesses and public administration
873485612,LILLEVOLLEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,www.lillevollen.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,965640088,,,,,Lillevollen 2 - 4,BODØ,8011,BODØ,1804,Norge,NO,1995-02-23,1990-01-01,,,Subunit of businesses and public administration
873489812,TUSSILAGO BARNEHAGE STJØRDAL AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,tussilago.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,830781862,,,,,Feltspatvegen 4,STJØRDAL,7509,STJØRDAL,5035,Norge,NO,1995-02-23,1991-01-01,2023-01-01,,Subunit of businesses and public administration
873493712,SKOGSTUA BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,7,,LÆRERSKOLEVEGEN,TROMSØ,9006,TROMSØ,5501,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971497386,,,,,Lærerskolevegen 8,TROMSØ,9006,TROMSØ,5501,Norge,NO,1995-02-23,1991-01-01,,,Subunit of businesses and public administration
873495472,VIGGJA OPPVEKSTSENTER AVDELING BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,939865942,,,,,Viggjahåggån 8,VIGGJA,7354,SKAUN,5029,Norge,NO,1995-02-23,1993-01-01,1999-08-01,,Subunit of businesses and public administration
873502142,LILLESAND KOMMUNE - PRESTHOLT BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,Postboks 23,LILLESAND,4791,LILLESAND,4215,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964965404,,,,,Prestholt 22,LILLESAND,4790,LILLESAND,4215,Norge,NO,1995-02-23,1992-08-01,2023-08-31,,Subunit of businesses and public administration
873502592,SOLBAKKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,39,solbakken.barnehage.no,Ekholtveien 114,MOSS,1526,MOSS,3103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,931172115,,,,,Fortunalia 30,JAKOBSLI,7059,TRONDHEIM,5001,Norge,NO,1995-02-23,1992-08-01,2023-09-01,,Subunit of businesses and public administration
873504102,MULDVARPEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,31,muldvarpen.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,988331651,,,,,Ytre Eiganesveien 3,STAVANGER,4022,STAVANGER,1103,Norge,NO,1995-02-23,1993-04-01,2005-04-14,,Subunit of businesses and public administration
873512032,ASKI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,47,www.aski.vigilo.no/web/index,Postboks 1033,KOPERVIK,4294,KARMØY,1149,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,928449068,,,,,Eidsbakkane 45,KOPERVIK,4250,KARMØY,1149,Norge,NO,1995-02-23,1994-01-03,2021-12-03,,Subunit of businesses and public administration
873512172,RODAMYR BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,www.rodamyrbarnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,968246119,,,,,Rodamyrvegen 60,TANANGER,4056,SOLA,1124,Norge,NO,1995-02-23,1994-07-29,,,Subunit of businesses and public administration
873512962,SOLE SKOG BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,33,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971230061,,,,,Balders vei 2,VESTBY,1540,VESTBY,3216,Norge,NO,1995-02-22,1992-10-01,,,Subunit of businesses and public administration
873513012,MYRSNIPA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974767074,,,,,Åsvegen 11,GURSKØY,6080,HERØY,1515,Norge,NO,1995-02-23,1993-08-01,1999-08-01,,Subunit of businesses and public administration
873606002,GARDERÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,,Postboks 313,LILLESTRØM,2001,LILLESTRØM,3205,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635526,,,,,Garderåsveien 202,FETSUND,1900,LILLESTRØM,3205,Norge,NO,1995-02-22,,2020-01-01,,Subunit of businesses and public administration
873688262,SKÅRSETLIA NATURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,916757379,,,,,Blestervegen 3,LILLEHAMMER,2618,LILLEHAMMER,3405,Norge,NO,1995-02-22,,2013-01-01,,Subunit of businesses and public administration
873736712,ELLINGSRUD PRIVATE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,8,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971285125,,,,,Henrik Sørensens vei 34,OSLO,1065,OSLO,0301,Norge,NO,1995-02-22,,,,Subunit of businesses and public administration
873746882,SYDSKOGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,www.asker.kommune.no/barnehage/barnehagene/sydskogen-barnehage/,Katrineåsveien 20,RØYKEN,3440,ASKER,3203,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974635453,,,,,Tors vei 182,BØDALEN,3472,ASKER,3203,Norge,NO,1995-02-22,,2020-01-01,,Subunit of businesses and public administration
873769912,RUSELØKKA BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,www.rbhg.no,Thereses gate 21,OSLO,0354,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964849188,,,,,Huitfeldts gate 32,OSLO,0253,OSLO,0301,Norge,NO,1995-02-22,,,,Subunit of businesses and public administration
873784822,FALKUM BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,30,,Postboks 158 Sentrum,SKIEN,3701,SKIEN,4003,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974636247,,,,,Hans Holtas veg 4,SKIEN,3747,SKIEN,4003,Norge,NO,1995-02-22,,,,Subunit of businesses and public administration
873800062,TROLL LIA BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,59,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,931415565,,,,,Torvikvegen 17,BØLANDET,6095,HERØY,1515,Norge,NO,1995-02-23,,2023-09-05,,Subunit of businesses and public administration
873808802,TROLLSTUA BARNEHAGE NATUR OG IDRETTSBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,trollstua.barnehageveven.no/,Postboks 158,RISØR,4952,RISØR,4201,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964977402,,,,,Caspersens vei 31,RISØR,4956,RISØR,4201,Norge,NO,1995-02-23,,2009-01-01,,Subunit of businesses and public administration
873831472,VESLEFRIKK BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,31,,Postboks 4,NODELAND,4685,KRISTIANSAND,4204,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974765837,,,,,Strømmeveien 103,KRISTIANSAND S,4638,KRISTIANSAND,4204,Norge,NO,1995-02-23,,2014-10-01,,Subunit of businesses and public administration
873845082,BORGESTAD BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,www.borgestad-barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,871313822,,,,,Nordalveien 2,TRANBY,3406,LIER,3312,Norge,NO,1995-02-22,,,,Subunit of businesses and public administration
873864052,AUGLEND BARNEHAGE TILRETTELAGT FOR HØRSELSHEMMEDE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,50,www.minbarnehage.no/auglendbhg,Postboks 355  Forus,STAVANGER,4068,STAVANGER,1103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983518648,,,,,Haugåsstubben 1D,STAVANGER,4016,STAVANGER,1103,Norge,NO,1995-02-23,,2020-01-01,,Subunit of businesses and public administration
873885262,HEM BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,7,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971321717,,,,,Hem kirkevei 130,SVARSTAD,3275,LARVIK,3909,Norge,NO,1995-02-22,,,,Subunit of businesses and public administration
873893362,BARNEHAGEN I BRYNE KYRKJE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,,Postboks 373,BRYNE,4349,TIME,1121,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,976993616,,,,,Brynevegen 9,BRYNE,4340,TIME,1121,Norge,NO,1995-02-23,,,,Subunit of businesses and public administration
873910542,KVITSØY BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974773708,,,,,Leiasundveien 10,KVITSØY,4180,KVITSØY,1144,Norge,NO,1995-02-23,,2012-08-01,,Subunit of businesses and public administration
873919892,BJØRNEBÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,967321435,,,,,Bjørnebåsen 4,HARSTAD,9406,HARSTAD,5503,Norge,NO,1995-02-23,,,,Subunit of businesses and public administration
873987642,GIMSØYA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,938726027,,,,,Drammensvegen 63,MELHUS,7224,MELHUS,5028,Norge,NO,1995-02-23,,2007-12-01,,Subunit of businesses and public administration
874013382,HARØY BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,Postboks 1521,ÅLESUND,6025,ÅLESUND,1508,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,929911709,,,,,Skulevegen 10,HARØY,6296,ÅLESUND,1508,Norge,NO,1995-02-23,,2023-12-30,,Subunit of businesses and public administration
874024872,Å BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,56,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921875533,,,,,Snauvollan 4,ÅFJORD,7170,ÅFJORD,5058,Norge,NO,1995-02-23,,2020-01-01,,Subunit of businesses and public administration
874038202,SNÅSA BARNEHAGE AVD BREIDE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964982031,,,,,Imsdalsvegen 18,SNÅSA,7760,SNÅSA,5041,Norge,NO,1995-02-23,,2005-01-01,,Subunit of businesses and public administration
874050512,LÆRINGSVERKSTEDET LØDINGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,laringsverkstedet.no/barnehage/lodingen,Postboks 215,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930874140,,,,,Bufjellvegen 3A,LØDINGEN,8410,LØDINGEN,1851,Norge,NO,1995-02-23,,2023-02-23,,Subunit of businesses and public administration
874050652,KONGSVIK BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,8,,Postboks 240,EVENSKJER,9439,TJELDSUND,5512,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,959469326,,,,,Klungnesveien 1,KONGSVIK,9436,TJELDSUND,5512,Norge,NO,1995-02-23,,2020-01-01,,Subunit of businesses and public administration
874058092,KROKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,940101808,,,,,Kvartsvegen 223,KROKELVDALEN,9022,TROMSØ,5501,Norge,NO,1995-02-23,,2004-01-01,,Subunit of businesses and public administration
874062642,KAVRINGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,,c/o Lyngen Kommune/nStrandveien 24,LYNGSEIDET,9060,LYNGEN,5536,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,840014932,,,,,Lyngenfjordveien 411,LYNGSEIDET,9060,LYNGEN,5536,Norge,NO,1995-02-23,,2003-03-01,,Subunit of businesses and public administration
874064122,ELVETUN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,Postboks 1224 /K,HAMMERFEST,9616,HAMMERFEST,5603,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974790017,,,,,Moreneveien 19,HAMMERFEST,9603,HAMMERFEST,5603,Norge,NO,1995-02-23,,2020-01-01,,Subunit of businesses and public administration
874116572,MARTINA HANSENS HOSPITAL PERSONALBARNEHAGEN,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,Postboks 13,GJETTUM,1342,BÆRUM,3201,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,985962170,,,,,Dønskiveien 8,GJETTUM,1346,BÆRUM,3201,Norge,NO,1995-02-22,,2003-05-20,,Subunit of businesses and public administration
874127612,SKOGN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974766264,,,,,Gamle E6 1307,SKOGN,7620,LEVANGER,5037,Norge,NO,1995-02-23,1971-12-29,2023-04-01,,Subunit of businesses and public administration
874146102,PREG BARNEHAGER TORVIKBUKT AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,11,,Postboks 44,TORVIKBUKT,6641,GJEMNES,1557,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930465747,,,,,Sørlandsvegen 13,TORVIKBUKT,6639,GJEMNES,1557,Norge,NO,1995-02-23,1978-08-25,2023-01-01,,Subunit of businesses and public administration
874180882,LILLEHAGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,,Postboks 700,SANDVIKA,1304,BÆRUM,3201,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930003727,,,,,Vierveien 29,HASLUM,1344,BÆRUM,3201,Norge,NO,1995-02-22,1988-04-01,2023-04-01,,Subunit of businesses and public administration
874183342,ENGER BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971478950,,,,,Nedalsveien 1,NEDRE EGGEDAL,3358,SIGDAL,3332,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
874187372,STIFTELSEN NVH-BARNEHAGEN,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,www.nvhbarnehagen.no,Postboks 8146 DEP,OSLO,0033,OSLO,0301,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971486333,,,,,Thulstrups gate 3,OSLO,0451,OSLO,0301,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
874198722,BARNAS HAVE A/S,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,990643741,,,,,Sandarveien 6,SANDEFJORD,3215,SANDEFJORD,3907,Norge,NO,1995-02-22,1991-08-09,2006-09-15,,Subunit of businesses and public administration
